Day,Room,Teacher(ID)
7,101,JR(11)
7,102,AH(36)
7,103,CL(22)
7,104,BD(9)
7,105,CR(43)
7,106,JR(31)
7,107,TH(70)
7,108,DG(35)
7,109,CB(53)
7,110,RJ(67)
7,201,NJ(13)
7,202,CG(10)
7,203,TB(69)
7,204,PP(65)
7,205,GK(30)
7,206,AW(41)
7,207,RK(14)
7,208,OB(17)
7,209,KD(61)
7,210,LB(2)
7,301,EB(45)
7,302,ET(1)
7,303,DD(37)
