Day,Room,Teacher(ID)
8,101,JR(60)
8,102,ER(27)
8,103,ZB(28)
8,104,AR(51)
8,105,AG(23)
8,106,KP(50)
8,107,AL(7)
8,108,MK(63)
8,109,IG(48)
8,110,QB(66)
8,201,JD(49)
8,202,SB(15)
8,203,EH(55)
8,204,MR(19)
8,205,SR(39)
8,206,DJ(54)
8,207,MP(12)
8,208,LR(62)
8,209,NL(64)
8,210,BT(52)
8,301,HD(25)
8,302,GH(8)
8,303,EM(56)
