Day,Room,Teacher(ID)
7,101,AR(2)
7,102,MDS(44)
7,103,SMS(92)
7,104,DM(25)
7,105,RSS(64)
7,106,AJ(15)
7,107,RM(65)
7,108,MC(42)
7,109,SB(81)
7,110,SC(97)
7,201,MM(48)
7,202,AM(7)
7,203,SB(77)
7,204,AB(5)
7,205,JP(37)
7,206,SM(75)
7,207,KH(39)
7,208,NM(52)
7,209,DD(26)
7,210,SG(94)
7,301,SS(88)
7,302,PM(54)
7,303,AM(4)
