Day,Room,Teacher(ID)
4,101,TR(103)
4,102,RC(67)
4,103,RM(63)
4,104,SS(78)
4,105,JP(37)
4,106,DJ(21)
4,107,GM(30)
4,108,KH(39)
4,109,RSG(62)
4,110,IH(34)
4,201,SB(81)
4,202,SD(99)
4,203,SP(98)
4,204,SM(86)
4,205,GH(31)
4,206,RGB(68)
4,207,SC(97)
4,208,SA(96)
4,209,IR(36)
4,210,SM(75)
4,301,SD(85)
4,302,DDD(20)
4,303,IS(33)
