Day,Room,Teacher(ID)
1,101,JJ(38)
1,102,PB(40)
1,103,SM(68)
1,104,PP(65)
1,105,ZB(28)
1,106,NJ(13)
1,107,TB(69)
1,108,JR(11)
1,109,DJ(54)
1,110,DD(37)
1,201,AR(51)
1,202,GT(46)
1,203,JR(31)
1,204,CR(43)
1,205,BJ(42)
1,206,AH(24)
1,207,GK(30)
1,208,ER(27)
1,209,MM(33)
1,210,HD(25)
1,301,MK(63)
1,302,ST(20)
1,303,KP(50)
