Day,Room,Teacher(ID)
5,101,NM(52)
5,102,NM(53)
5,103,GG(28)
5,104,GC(29)
5,105,KC(41)
5,106,MDS(44)
5,107,DM(24)
5,108,BD(18)
5,109,PS(61)
5,110,PM(57)
5,201,NKB(50)
5,202,PS(56)
5,203,AS(13)
5,204,AC(8)
5,205,SMS(92)
5,206,SS(88)
5,207,HN(32)
5,208,RB(69)
5,209,AR(2)
5,210,SS(71)
5,301,SG(74)
5,302,IB(35)
5,303,KT(38)
