Day,Room,Teacher(ID)
2,101,SD(99)
2,102,KS(40)
2,103,DM(24)
2,104,NM(52)
2,105,KC(41)
2,106,TR(103)
2,107,SC(97)
2,108,PS(56)
2,109,DDD(20)
2,110,SM(75)
2,201,KT(38)
2,202,AR(12)
2,203,MM(49)
2,204,IB(35)
2,205,MDS(44)
2,206,RSG(62)
2,207,SS(88)
2,208,AR(2)
2,209,SB(77)
2,210,GM(30)
2,301,RSS(64)
2,302,PA(60)
2,303,MM(48)
