Day,Room,Teacher(ID)
8,101,DJ(21)
8,102,SD(99)
8,103,ND(51)
8,104,AG(3)
8,105,SG(83)
8,106,AC(9)
8,107,CSB(19)
8,108,SA(80)
8,109,SC(95)
8,110,RGB(68)
8,201,SS(100)
8,202,IS(33)
8,203,RSG(62)
8,204,DK(22)
8,205,AS(13)
8,206,SA(96)
8,207,MG(45)
8,208,IB(35)
8,209,SS(91)
8,210,SG(87)
8,301,SG(74)
8,302,ADS(17)
8,303,SS(79)
