Day,Room,Teacher(ID)
3,101,SG(74)
3,102,DM(25)
3,103,SS(101)
3,104,ND(51)
3,105,SG(83)
3,106,PM(54)
3,107,AD(10)
3,108,PG(59)
3,109,AB(5)
3,110,SS(91)
3,201,ADS(17)
3,202,SG(94)
3,203,AKD(16)
3,204,SS(100)
3,205,ASG(1)
3,206,GG(28)
3,207,AC(8)
3,208,SS(79)
3,209,SS(71)
3,210,NM(53)
3,301,AM(4)
3,302,RB(69)
3,303,AJ(15)
